CORPORATE_IDENTIFICATION_NUMBER,Company_Name,Company_status,Company_class,Company_Category,Company_sub_category,DATE_OF_REGISTRATION,REGISTERED_STATE,AUTHORIZED_CAP,PAIDUP_CAPITAL,Industrial_Class,PRINCIPAL_BUSINESS_ACTIVITY_AS_PER_CIN,Registered_Office_Address,REGISTRAR_OF_COMPANIES,EMAIL_ADDR,Latest_Year_AR,Latest_Year_BS,,,
U74900MN2016PTC008464,MIRACLE & FSRD PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,16-03-16,Manipur,100000,100000,74900,Other business activities,"KHURAI THANGJAM, LEIKAI, NERA NRL OIL PUMP HOUSE NO 278/12A, 2ND FLOOR IMPHAL , East Imphal Unclassified MN 795005",RoC-Shillong,dhanojsingh@gmail.com,31-03-18,31-03-18,,,
U74900MN2016PTC013483,EMA SOY PRODUCTS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,18-07-16,Manipur,100000,100000,74900,Other business activities,"ROOM NO. 101-103 GROUND FLOOR, A-2-4/2 THANGMEIBAND, YUMNAM LEIKEI, IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,ceo@emasoy.com,NA,NA,,,
U74910MN2015PTC008413,SKILLS DEVELOPMENT CENTRE MANIPURPRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,20-02-15,Manipur,2500000,2500000,74910,Other business activities,"ITI LILONG CAMPUS MAIRENKHUN CHOUBOK LILONG , Thoubal Unclassified MN 795130",RoC-Shillong,rkgunen@gmail.com,31-03-20,31-03-20,,,
U74910MN2019PTC013915,UNITEDNAGA AGRO MART PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,01-08-19,Manipur,100000,100000,74910,Other business activities,"C/O Eloni, Mao-Maram Makhel Mao Senapati SENAPTI , Senapati Unclassified MN 795150",RoC-Shillong,creativenagas@gmail.com,NA,NA,,,
U74910MN2020PTC014075,SINTHA SERVICES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,24-04-20,Manipur,100000,100000,74910,Other business activities,"Thoubal Wangmataba, Sorok Makha Landmark Sofia English School Thoubal , Thoubal Unclassified MN 795138",RoC-Shillong,akoijamkabiraj1234@gmail.com,NA,NA,,,
U74950MN2015PTC008450,KEITHELMAPI FOOD PROCESSING & PACKAGINGPRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,23-12-15,Manipur,100000,100000,74950,Other business activities,"H No. 58, Kakching Khunou Heitup Makhong Leikai, PO -Kakching Thoubal , Thoubal Unclassified MN 795103",RoC-Shillong,ibopishak1981@gmail.com,NA,NA,,,
U74990MN2013PTC008352,ZOEDGE SOLUTIONS PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,29-08-13,Manipur,100000,100000,74990,Other business activities,"Laiveng, Bungmual, Lamka , Churachandpur Unclassified MN 795128",RoC-Shillong,sanglethil@gmail.com,NA,NA,,,
U74990MN2016PTC008460,DR.BITA HEALTHCARE PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,23-02-16,Manipur,100000,100000,74990,Other business activities,"PLOT NO. 112, UK ROAD KHUMANTHEM LEIKAI, LAMPHELPAT IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,info.bebiinc@gmail.com,31-03-19,31-03-19,,,
U74992MN2015PTC008448,DEEP MEIRA VENTURES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,13-11-15,Manipur,2000000,1000000,74992,Other business activities,"LALAMBUNG, TAKHELLAMBAM, LEIKAI, PO-LAMPHEL, PS-IMPHAL IMPHAL WEST , West Imphal Unclassified MN 795004",RoC-Shillong,mr.deepak.kedia@gmail.com,31-03-20,31-03-20,,,
U74994MN2017NPL013607,JAMES KHALING & SONS FOUNDATION,Active,Private,Company limited by Shares,Non-govt company,21-11-17,Manipur,100000,100000,74994,Other business activities,"House No. 04,Khangshim Village Machi Sub-Division, PO/PS Kakching , Chandel Unclassified MN 795103",RoC-Shillong,jks.manipur@gmail.com,31-03-19,31-03-19,,,
U74994MN2018NPL013780,MERU WOMEN FOUNDATION,Active,Private,Company limited by Shares,Non-govt company,14-12-18,Manipur,100000,100000,74994,Other business activities,"Yairipok Bishnunaha, Yairipok (NP) Thoubal THOUBAL , Thoubal Unclassified MN 795149",RoC-Shillong,pcsvaibhavgarg@gmail.com,NA,NA,,,
U74994MN2019PTC013959,CHUMTHANG MAKHONG ENTERPRISES PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,09-10-19,Manipur,1000000,100000,74994,Other business activities,"C/O. ANGOM KARNA, IED-III 8-D-126TH SINGJAMEI MATHAK CHONGTHAM LEIKAI INDO-B IMPHAL WEST , West Imphal Unclassified MN 795005",RoC-Shillong,CSPUINACHANDRA@GMAIL.COM,NA,NA,,,
U74994MN2020OPC014138,DELTAONE SECURITY SERVICES (OPC) PRIVATELIMITED,Active,Private(One Person Company),Company limited by Shares,Non-govt company,31-08-20,Manipur,100000,20000,74994,Other business activities,"HOUSE NO- 124, BASHIKHONG, MAMANG LEIKA NEAR SDC OFFICE, IMPHAL EAST IMPHAL , East Imphal Unclassified MN 795008",RoC-Shillong,avikkedia2020@gmail.com,NA,NA,,,
U74994MN2020PTC014121,MAKE MY ASSETS SOLUTIONS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,31-07-20,Manipur,1500000,900000,74994,Other business activities,"4th Floor, Above Axis Bank, Kakching Bazar Area, Vill No 62, Kakching Wairi Kakching , Thoubal Unclassified MN 795103",RoC-Shillong,relijiribam@gmail.com,NA,NA,,,
U74999MN2005PLC007649,MANIPUR ESSENTIAL COMMODITIES MARKETINGSERVICES LIMITED,Strike Off,Public,Company limited by Shares,Non-govt company,04-02-05,Manipur,500000,100000,74999,Other business activities,"SANGAIPAROUAIRPORT ROAD IMPHAL , Unclassified MN 795001",RoC-Shillong,NA,NA,NA,,,
U74999MN2014NPL008383,NORTH EAST MISSION FOUNDATION,Active,Private,Company limited by Shares,Non-govt company,05-08-14,Manipur,1000000,400000,74999,Other business activities,"PHUNGREITANG EAST UKHRUL , Ukhrul Unclassified MN 795142",RoC-Shillong,kpsharmaca@gmail.com,NA,NA,,,
U74999MN2016OPC013473,NUENE SYSTEMS (OPC) PRIVATE LIMITED,Active,Private(One Person Company),Company limited by Shares,Non-govt company,18-05-16,Manipur,500000,100000,74999,Other business activities,"WANGKHEIMAYUM LOLRAK WANGKHEI POROMPET SUB-DIVISION, IMPHAL EAST , East Imphal Unclassified MN 795005",RoC-Shillong,chingangbam.manekshaw@gmail.com,NA,NA,,,
U74999MN2016OPC013498,JOFABRIC STUDIO PRIVATE LIMITED (OPC),Active,Private(One Person Company),Company limited by Shares,Non-govt company,29-10-16,Manipur,100000,100000,74999,Other business activities,"NO .77, CHINGA SUPER MARKET IMPHAL WEST , West Imphal Unclassified MN 795001",RoC-Shillong,JYOTHI.KHOMDRAM@GMAIL.COM,NA,NA,,,
U74999MN2016PTC008451,AKOIJAM MARKETING PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,13-01-16,Manipur,500000,100000,74999,Other business activities,"JMJ SHOPPING COMPLEX FIRST FLOOR, R/N LI 8/9 IMPHAL , Unclassified MN 795001",RoC-Shillong,oidayananda@rediffmail.com,31-03-20,31-03-20,,,
U74999MN2016PTC013478,NUNGLEPPAM SECURITY GUARDS AGENCYPRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,22-06-16,Manipur,100000,100000,74999,Other business activities,"Khwai Lalambung RIMS Road, Near Nitananda Temple Imphal , West Imphal Unclassified MN 795001",RoC-Shillong,swarnalata_ningombam@gmail.com,NA,NA,,,
U74999MN2016PTC013480,LAMJINGBA MANAGEMENT SERVICES PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,28-06-16,Manipur,72000000,1000000,74999,Other business activities,"Lsd - I, C - 4 -68/1, Lamphel, Qh - 2061 Imphal , West Imphal Unclassified MN 795001",RoC-Shillong,sanasamjackysingh@yahoo.com,31-03-19,31-03-19,,,
U74999MN2016PTC013481,TECHNOID AI SOLUTION PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,29-06-16,Manipur,100000,100000,74999,Other business activities,"Chingamakha Maisnam Leikai , West Imphal Unclassified MN 795008",RoC-Shillong,brajabidhusingh@gmail.com,NA,NA,,,
U74999MN2016PTC013488,ASSURE ASSET ADVISORY PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,29-08-16,Manipur,2500000,2000000,74999,Other business activities,"SUKHAM BUILDING, KWAKEITHEL AKHAM KWAKEITHEL BAZAR, NEAR TRAFFIC JUNCTION IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,maibamruhen2016@gmail.com,31-03-20,31-03-20,,,
U74999MN2016PTC013489,TARET FOODS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,30-08-16,Manipur,1070000,483330,74999,Other business activities,"Kairang Maning Leikai, P.O - Mantripukhri, P.S - Heingang, East Imphal , East Imphal Unclassified MN 795002",RoC-Shillong,contact@taretfoods.in,31-03-19,31-03-19,,,
U74999MN2016PTC013491,TODAY\x92S MEDICAL INDIA PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,22-09-16,Manipur,100000,100000,74999,Other business activities,"IED II PC/143 LAMDENG KHUNAU , East Imphal Unclassified MN 795005",RoC-Shillong,info.bebiinc@gmail.com,31-03-20,31-03-20,,,
U74999MN2016PTC013493,LYS SALES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,03-10-16,Manipur,4000000,100000,74999,Other business activities,"C/O LAISHRAM YAIMA SINGH KWAKEITHEL MAKHA, THOKCHOM LEIKAI IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,leninmanipur@gmail.com,31-03-19,31-03-19,,,
U74999MN2016PTC013497,ZIKDUI CONSTRUCTION PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,29-10-16,Manipur,100000,100000,74999,Other business activities,"Rigunlong, Tamenglong HQs-Ward-II , Po Tamenglong , Tamenglong Unclassified MN 795141",RoC-Shillong,a.kamei@yahoo.com,NA,NA,,,
U74999MN2016PTC013500,FUTURESURE FREEZONE CONSULTANT PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,21-11-16,Manipur,600000,500000,74999,Other business activities,"KOIRENGEI, IED-IV IMPHAL EAST IMPHAL EAST , East Imphal Unclassified MN 795002",RoC-Shillong,ratan.ningthoujam628@gmail.com,31-03-20,31-03-20,,,
U74999MN2016PTC013503,JAMES KHALING & SONS INDUSTRIES PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,06-12-16,Manipur,100000,100000,74999,Other business activities,"HOUSE NO: 04, KHANGSHIM VILLAGE MACHI SUB-DIVISION, CHANDEL , Chandel Unclassified MN 795135",RoC-Shillong,milankhaling@icloud.com,31-03-19,31-03-19,,,
U74999MN2016PTC013505,7 SISTERS ENTERTAINMENT PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,13-12-16,Manipur,100000,100000,74999,Other business activities,"IED-IV,150-4-NC-20/4 NAGARAM,STADIUM ROAD IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,7sistersent@gmail.com,NA,NA,,,
U74999MN2016PTC013509,SUIGENERIS AGRONOMY PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,29-12-16,Manipur,16500000,14285720,74999,Other business activities,"The Suigeneris House, Kwakeithel Lamdong Leikai, Imphal West , West Imphal Unclassified MN 795001",RoC-Shillong,rageshkeisham@thesuigeneris.in,31-03-20,31-03-20,,,
U74999MN2017NPL013613,UKHRUL HILLS DEVELOPMENT FOUNDATION,Active,Private,Company limited by Shares,Non-govt company,20-12-17,Manipur,100000,30719,74999,Other business activities,"HUISHU VILLAGE, UKHRUL VIEWLAND JESSAMI JUNCTION UKHRUL , Ukhrul Unclassified MN 795142",RoC-Shillong,gs_achui@yahoo.com,31-03-19,31-03-19,,,
U74999MN2017NPL013615,KOROU EDUCATION FOUNDATION,Active,Private,Company limited by Shares,Non-govt company,27-12-17,Manipur,100000,100000,74999,Other business activities,"East Phungreitang near old district hospital ukhrul , Ukhrul Unclassified MN 795142",RoC-Shillong,ansary.shent@gmail.com,31-03-20,31-03-20,,,
U74999MN2017OPC013554,PUKEI LANGEI VENTURES (OPC) PRIVATELIMITED,Strike Off,Private(One Person Company),Company limited by Shares,Non-govt company,28-07-17,Manipur,100000,50000,74999,Other business activities,"Kakching Wairi Sabal Leikai, Sabal Pareng, Kakching , Thoubal Unclassified MN 795103",RoC-Shillong,indra4463@gmail.com,31-03-18,31-03-18,,,
U74999MN2017OPC013596,HISCO RETAIL & MARKETING (OPC) PRIVATELIMITED,Active,Private(One Person Company),Company limited by Shares,Non-govt company,24-10-17,Manipur,100000,100000,74999,Other business activities,"C/O S/O H. CHAOBA SINGH, YAISKUL HIRUHANBA LEIKAI MANIPUR , West Imphal Unclassified MN 795001",RoC-Shillong,hijampinky38@gmail.com,31-03-19,31-03-19,,,
U74999MN2017PTC013510,THADDAEUS NUTRACEUTICALS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,05-01-17,Manipur,100000,100000,74999,Other business activities,"KAKWA NAMEIRAKPAM LEIKAI THONGJU II IMPHAL , East Imphal Unclassified MN 795008",RoC-Shillong,asem.robinson@gmail.com,31-03-20,31-03-20,,,
U74999MN2017PTC013513,MAHUM CONSULTANTS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,14-02-17,Manipur,1000000,100000,74999,Other business activities,"Thangjing Road Opp. SBI Moirang Branch Moirang , Bishnupur Unclassified MN 795133",RoC-Shillong,mahumconsultants@gmail.com,31-03-20,31-03-20,,,
U74999MN2017PTC013517,IMPHAL GENERACION TECHNOTINE PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,27-02-17,Manipur,100000,100000,74999,Other business activities,"Uripok Sorbon Thingel, Next to IOC Petrol Pump Imphal West , West Imphal Unclassified MN 795001",RoC-Shillong,khpariyaimeitei@gmail.com,31-03-18,31-03-18,,,
U74999MN2017PTC013522,KOMOL AND KUMARI TECHNOLOGIES PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,03-04-17,Manipur,100000,100000,74999,Other business activities,"GHARI AWANG LEIKAI IMPHAL WEST IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,shilan.heisnam@gmail.com,31-03-20,31-03-20,,,
U74999MN2017PTC013525,MIRAQUE SOLUTIONS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,28-04-17,Manipur,100000,100000,74999,Other business activities,"Thangmeiband Hijam Dewan Leikai Khomdram Selungba Leirak Lamphel, , West Imphal Unclassified MN 795004",RoC-Shillong,leichombam@gmail.com,NA,NA,,,
U74999MN2017PTC013532,KHORJEI RESEARCH AND CONSULTING PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,16-05-17,Manipur,100000,100000,74999,Other business activities,"24 1, M I Road, Ningombam Pukhri Achouba Manak, Ningombam Thonju Leikai, Thoubal Ningombam, , Thoubal Unclassified MN 795138",RoC-Shillong,ibomchameetei@gmail.com,31-03-18,31-03-18,,,
U74999MN2017PTC013539,MEDILANE HEALTHTECH AND CONSULTANCYSERVICES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,14-06-17,Manipur,1000000,500000,74999,Other business activities,"POROMPAT NEAR JNIMS HOSPITAL IMPHAL EAST IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,medilane.in@gmail.com,31-03-20,31-03-20,,,
U74999MN2017PTC013543,PIBAREL ENTERPRISES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,28-06-17,Manipur,100000,100000,74999,Other business activities,"SINGJAMEI MAKHA SOROKHAIBAM LEIKAI,P.O/P.S- SINGJAMEI NEAR DAOJI SCHOOL, IMPHAL WEST DISTRICT IMPHAL , East Imphal Unclassified MN 795008",RoC-Shillong,LEOSINGH512345@GMAIL.COM,31-03-19,31-03-20,,,
U74999MN2017PTC013545,MNS GOODS AND GROCER RETAIL CHAINPRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,03-07-17,Manipur,100000,100000,74999,Other business activities,"Thangmeiband, Lourung Peral Lelkai, Opp. NCC OFFICERS MESS, IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,Shangkhubi@gmail.com,31-03-19,31-03-19,,,
U74999MN2017PTC013546,TENIBARE CONSULTANTS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,10-07-17,Manipur,100000,100000,74999,Other business activities,"Top Khongnang Makhong Porompat Imphal , East Imphal Unclassified MN 795001",RoC-Shillong,meghachandra71@gmail.com,31-03-20,31-03-20,,,
U74999MN2017PTC013550,CYGEN CONSULTANCY PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,20-07-17,Manipur,100000,100000,74999,Other business activities,"Haobam Marak, Keisham Leikai Bamon Ani Leirak Imphal West , West Imphal Unclassified MN 795008",RoC-Shillong,dr.tanushree@cygengroup.com,31-03-20,31-03-20,,,
U74999MN2017PTC013551,NETWORKMASTER SOFTWARE SOLUTIONS PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,20-07-17,Manipur,100000,100000,74999,Other business activities,"CANCHIPUR NEAR PECHU LAMPAK, IMPHAL IMPHAL , East Imphal Unclassified MN 795003",RoC-Shillong,csnishamunka@yahoo.com,31-03-19,31-03-19,,,
U74999MN2017PTC013556,TINGPLIK INFRA AND ENERGY SERVICESPRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,01-08-17,Manipur,100000,100000,74999,Other business activities,"Neikanlong Thangmeiband PO Lamphel Impal West , West Imphal Unclassified MN 795004",RoC-Shillong,wilsongangmei@gmail.com,NA,NA,,,
U74999MN2017PTC013562,KONGBAM CONSTRUCTION PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,18-08-17,Manipur,100000,100000,74999,Other business activities,"YAIRIPOK TOP CHINGTHA KONGBAM LEIRAK TOP CHINGTHA IMPHAL EAST , Thoubal Unclassified MN 795149",RoC-Shillong,KKISHOR7681KANG@GMAIL.COM,NA,NA,,,
U74999MN2017PTC013564,NONGPOKTHONG VENTURES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,22-08-17,Manipur,100000,100000,74999,Other business activities,"Molrangkhom Makha, Loklaobung, Indo-Burma Road, Imphal West , West Imphal Unclassified MN 795001",RoC-Shillong,ronny.waikhom@gmail.com,NA,NA,,,
U74999MN2017PTC013566,MAPOK COLD STORAGE PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,25-08-17,Manipur,100000,100000,74999,Other business activities,"Revenue Village no.61, Irengband Thoubal Distt. Irengband , Thoubal Unclassified MN 795103",RoC-Shillong,joy383883@gmail.com,NA,NA,,,
U74999MN2017PTC013570,KHONGSAI CONSTRUCTION AND SUPPLIERPRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,30-08-17,Manipur,100000,100000,74999,Other business activities,"LAMPHEL SUPER MARKET PO LAMPHEL P.S LAMPHEL, IMPHAL WEST , West Imphal Unclassified MN 795001",RoC-Shillong,bdave@legalwiz.in,NA,NA,,,
U74999MN2017PTC013571,ZALEN CONSTRUCTION AND SUPPLIER PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,30-08-17,Manipur,100000,100000,74999,Other business activities,"LANGOL GAME VILLAGE PO LAMPHEL P.S LAMPHEL, IMPHAL WEST , West Imphal Unclassified MN 795001",RoC-Shillong,bdave@legalwiz.in,NA,NA,,,
U74999MN2017PTC013573,UNUNI CONSULTANCY PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,31-08-17,Manipur,1000000,100000,74999,Other business activities,"C/o Salam Mani Singh Naranseina Awang Bishnupur , Bishnupur Unclassified MN 795133",RoC-Shillong,infoununi@mail.ru,NA,NA,,,
U74999MN2017PTC013575,BLOW BRISAS MEDIA AND ENTERTAINMENTPRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,05-09-17,Manipur,65000,65000,74999,Other business activities,"SAGOLBAND TERA AMUDON LEIRAK MACHIN, AKHAM LEIKAI IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,sbntsharma@gmail.com,31-03-20,31-03-20,,,
U74999MN2017PTC013578,TANTHA ENTERTAINMENT PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,18-09-17,Manipur,1000000,10000,74999,Other business activities,"Uripok Haorongbam Leikai RIMS Gate, Near MM Gas Booking Counter Imphal West , West Imphal Unclassified MN 795001",RoC-Shillong,priacrotchet19@gmail.com,31-03-20,31-03-20,,,
U74999MN2017PTC013580,JENKAM PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,21-09-17,Manipur,100000,100000,74999,Other business activities,"YAIRIPOK LAIMANAI TOP- CHINGTHA IMPHAL EAST MANIPUR , East Imphal Unclassified MN 795149",RoC-Shillong,ajeniljosh@gmail.com,NA,NA,,,
U74999MN2017PTC013581,RANUNCULUS CONSULTANCY PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,22-09-17,Manipur,100000,100000,74999,Other business activities,"C/o Thounaojam Shantikumar Singh, Chingmeirong, P.O. Lamlong, P.S. LAMPHEL IMPHAL , East Imphal Unclassified MN 795010",RoC-Shillong,manasvimudgal@gmail.com,31-03-18,31-03-18,,,
U74999MN2017PTC013582,DANGMEI GAIDINGAM ORGANIC FARMINGPRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,04-10-17,Manipur,100000,100000,74999,Other business activities,"C/O GONMEI KAJAIGAI PANDON RAGAILONG IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,KAJAIGAI82@GMAIL.COM,31-03-19,31-03-19,,,
U74999MN2017PTC013583,SANGAI ADVERTISING PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,05-10-17,Manipur,1000000,200000,74999,Other business activities,"SANGAIPROU TIDDIM ROAD NA IMPHAL , West Imphal Unclassified MN 795140",RoC-Shillong,transasialtd@rediffmail.com,NA,NA,,,
U74999MN2017PTC013586,BRAJKON ORGANICS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,09-10-17,Manipur,1000000,1000000,74999,Other business activities,"C/O W. BRAJABIDHU SINGH,11-B-2/17, KID WORLD COMPLEX,AIRPORT ROAD, GHARI IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,BRAJAWAHENGBAM@GMAIL.COM,31-03-20,31-03-20,,,
U74999MN2017PTC013587,YOIHEN ANGOMCHA CRAFT PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,11-10-17,Manipur,100000,50000,74999,Other business activities,"House No 22 Sagolband Moirang Mayum Leirak Imphal West , West Imphal Unclassified MN 795001",RoC-Shillong,suziningthem@gmail.com,31-03-20,31-03-20,,,
U74999MN2017PTC013589,WAKOKLOL BUSINESS CONSULTING PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,16-10-17,Manipur,500000,200000,74999,Other business activities,"3543 DL-45 DEULAHLAND IMPHAL , East Imphal Unclassified MN 795001",RoC-Shillong,gunadhor@wakoklol.com,31-03-20,31-03-20,,,
U74999MN2017PTC013590,BIGOPRI RISE PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,16-10-17,Manipur,100000,100000,74999,Other business activities,"C/o Bikram Kshetrimayum Pangei Bazar Imphal East , East Imphal Unclassified MN 795001",RoC-Shillong,bikramkshetrimayum121@gmail.com,NA,NA,,,
U74999MN2017PTC013591,LUWANG & SONS ECOMMERCE PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,17-10-17,Manipur,100000,100000,74999,Other business activities,"HOUSE NO 147, TOP MAYAI LEIKAI POROMPAT D C ROAD, NEAR MOBILE TOWER, IMPHAL EAST MANIPUR , East Imphal Unclassified MN 795005",RoC-Shillong,AMARTINSINGH@GMAIL.COM,31-03-20,31-03-20,,,
U74999MN2017PTC013594,ARAMBAM BROS & CONSULTANTS PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,18-10-17,Manipur,100000,100000,74999,Other business activities,"HOUSE NO.152 BRAHMAPUR MANGE MAKHONG IMPHAL-, WANGKHEI SUB DIVISION MANIPUR MANIPUR , East Imphal Unclassified MN 795001",RoC-Shillong,consults.abc@gmail.com,NA,NA,,,
U74999MN2017PTC013595,MORKONS ECOM PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,23-10-17,Manipur,100000,100000,74999,Other business activities,"1782 , NS: 30/13 , SECOND STREET , NEW LAMBULANE IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,HAOKIP.LALAM@YAHOO.CO.IN,NA,NA,,,
U74999MN2017PTC013599,KANGLA BROADBAND PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,07-11-17,Manipur,1000000,500000,74999,Other business activities,"BRAMACHARIMAYUM SHARMA RISHIKESH KEISHAMPAT, LEIMAJAM LEIKAI, IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,brishisharma@gmail.com,31-03-20,31-03-20,,,
U74999MN2017PTC013604,OOREP SPORTS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,16-11-17,Manipur,400000,100000,74999,Other business activities,"IED-III, 9-E-25/13, Singjamei Thongam Leikai, Imphal West , West Imphal Unclassified MN 795008",RoC-Shillong,oorepsports@gmail.com,NA,NA,,,
U74999MN2017PTC013605,KANGLEIPAK ENTERPRISES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,20-11-17,Manipur,5000000,1000000,74999,Other business activities,"C/o Dr. Khumuckcham Jelen Singh Thangmeiband Tarung Rd. Imphal , West Imphal Unclassified MN 795004",RoC-Shillong,jskhumuckcham@gmail.com,31-03-18,31-03-18,,,
U74999MN2017PTC013606,YAKAIROL ENGINEERING SERVICES PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,21-11-17,Manipur,1000000,300000,74999,Other business activities,"11B - 4/7 SANGAIPROU MAMANG LEIKAI IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,sanrosthok@gmail.com,31-03-20,31-03-20,,,
U74999MN2017PTC013608,AYAM INDUSTRIES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,27-11-17,Manipur,100000,100000,74999,Other business activities,"IED-III 5-D-7/1, HOUSE NO-38 YUMNAM LEIKAI WEST IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,ayamkhaba7@gmail.com,31-03-20,31-03-20,,,
U74999MN2017PTC013612,TSM DEVELOPERS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,19-12-17,Manipur,1000000,100000,74999,Other business activities,"SAMUSHANG UKU, SANA LEIRAK LAMPHELPAT IMPHAL , West Imphal Unclassified MN 795004",RoC-Shillong,TAYENJAMS73@GMAIL.COM,31-03-18,31-03-18,,,
U74999MN2018NPL013639,SOUTH ASIAN RURAL AND AGRICULTURALMANAGEMENT FOUNDATION,Active,Private,Company limited by Shares,Non-govt company,14-03-18,Manipur,10000000,928590,74999,Other business activities,"KOMBIREI HOUSE, HIJAGANG LANE IMPHAL MUNICIPAL COUNCIL POROMPAT SUB-DIVISION , East Imphal Unclassified MN 795005",RoC-Shillong,OUGRICPL@GMAIL.COM,31-03-19,31-03-19,,,
U74999MN2018NPL013641,INCOTE FOUNDATION,Active,Private,Company limited by Shares,Non-govt company,16-03-18,Manipur,1000000,750000,74999,Other business activities,"I & B BUILDING NEAR KEISHAMTHONG HIGH S ELANGBAM LEIKAI, LEIRAK ACHOUBA IMPHAL WEST , West Imphal Unclassified MN 795001",RoC-Shillong,caprashantrajesh@gmail.com,NA,NA,,,
